species,LONGITUDE,LATITUDE
species,77.1380375,10.2636332
species,77.1380759,11.9967677
species,77.1381272,8.7560297
species,77.1381657,10.6231879
species,77.13828,10.1104183
species,77.1384202,9.5507443
species,77.13854,10.2297175
species,77.1385665,8.676221
species,77.1386344,10.2929198
species,77.1388367,8.6220083
species,77.1390224,8.6810003
species,77.139086,10.035997
species,77.1392208,8.6389661
species,77.1394163,8.5655902
species,77.139423,9.959711
species,77.1394742,10.2333312
species,77.139536,11.66505
species,77.1396139,10.2913593
species,77.13965,11.9825233
species,77.139657,11.5477434
species,77.139718,11.989403
species,77.1398601,10.1146099
species,77.1399398,11.9962827
species,77.1399552,11.6556282
species,77.14,10.07
species,77.1401656,8.7723973
species,77.1402025,8.6646937
species,77.1402027,10.2648496
species,77.140331,12.00034
species,77.1405,9.962794
species,77.1406,11.9919466
species,77.1406317,9.6141633
species,77.14064,9.965963
species,77.1407897,10.2938849
species,77.1408122,8.8976903
species,77.140904,9.3251678
species,77.141075,11.9941583
species,77.1411133,10.0596167
species,77.141175,9.751147
species,77.1411808,10.0618483
species,77.141208,9.47214
species,77.1414073,10.2894973
species,77.1414392,8.7707665
species,77.1414592,9.6552018
species,77.141583,9.603842
species,77.141628,11.984026
species,77.1416296,8.8932805
species,77.1417992,8.6194208
species,77.1421101,11.9863925
species,77.1423169,10.2802444
species,77.1424063,9.5488502
species,77.142477,8.6255753
species,77.1425272,8.6659383
species,77.142552,11.989997
species,77.1427113,10.2671116
species,77.142757,11.9956526
species,77.1428921,8.5661791
species,77.1429151,9.3268897
species,77.1429352,9.9879845
species,77.1429575,10.06141
species,77.142985,9.755175
species,77.143169,9.3910963
species,77.143191,11.6601734
species,77.1432281,8.6619091
species,77.1433139,11.6574482
species,77.1435248,9.89158
species,77.143537,10.012586
species,77.1435928,9.5211898
species,77.1436111,9.4596944
species,77.143655,9.8455917
species,77.1436572,11.6544374
species,77.1436851,9.8369804
species,77.1438707,8.8913104
species,77.14388,11.985396
species,77.143891,11.987677
species,77.1439764,10.2822788
species,77.1439927,10.291061
species,77.144054,9.3253098
species,77.1444067,9.5298567
species,77.1446262,10.2760937
species,77.1446809,8.5672431
species,77.1446928,8.7531637
species,77.1447282,9.9289498
species,77.1448645,9.5478404
species,77.1449129,8.9746449
species,77.1450467,9.5320683
species,77.1450794,11.9821395
species,77.1450967,10.2549192
species,77.1451056,11.9954275
species,77.1451284,9.8148131
species,77.1451592,8.6299455
species,77.1451753,10.2398064
species,77.1452382,10.2893064
species,77.1454858,10.2851807
species,77.1455368,9.4637339
species,77.1455802,12.0023148
species,77.1456532,8.7702746
species,77.1457386,10.3322576
species,77.1457417,10.2527192
species,77.1457742,9.5456269
species,77.145942,9.822012
species,77.146245,10.2566658
species,77.1462709,11.6704071
species,77.1463275,10.0364
species,77.1463305,9.6603022
species,77.1463991,9.6074487
species,77.1464252,9.5550474
species,77.1464252,9.6309187
species,77.1465215,9.8911592
species,77.1467756,9.8580176
species,77.1468099,11.993562
species,77.1468425,9.8080544
species,77.146863,9.883101
species,77.1468998,9.6469364
species,77.1469942,9.6175674
species,77.1470393,8.6701649
species,77.1470519,8.6206751
species,77.1471893,10.1717687
species,77.147352,8.6683648
species,77.1475275,8.5703427
species,77.1476239,8.5671331
species,77.1476328,8.7018897
species,77.1477201,12.0010989
species,77.1477945,8.77034
species,77.1478244,8.6232899
species,77.147854,8.7682216
species,77.1478844,11.6956089
species,77.148056,8.6613845
species,77.1481419,9.5327348
species,77.1482524,9.6054465
species,77.1483,9.5187
species,77.148344,8.573582
species,77.1483457,10.2396289
species,77.1483582,9.0835706
species,77.1484642,10.259395
species,77.1485287,10.2757363
species,77.148602,9.386423
species,77.1486361,9.8570438
species,77.1487641,8.5754198
species,77.1487893,10.4759389
species,77.1488525,8.6154233
species,77.1489571,10.2531212
species,77.149044,9.390383
species,77.14909,9.732892
species,77.1496802,10.2478187
species,77.1497883,12.00033
species,77.1499281,9.8555884
species,77.1499638,10.1365861
species,77.1500373,8.7678577
species,77.1501701,8.6817464
species,77.150272,9.562484
species,77.1502762,8.7705009
species,77.1503545,8.7022015
species,77.1504341,9.3417308
species,77.1504637,8.6221495
species,77.15047,11.9837552
species,77.1505413,8.7646593
species,77.1505666,9.6773724
species,77.1505719,10.2614726
species,77.1506299,10.1173383
species,77.1506524,9.4518374
species,77.1507187,10.2572293
species,77.1507382,8.5748412
species,77.1507957,10.2492475
species,77.1508288,9.5979011
species,77.150994,9.731768
species,77.1510083,10.2680316
species,77.1510243,8.6694539
species,77.1510378,10.1381356
species,77.151354,10.244874
species,77.1514683,10.2757358
species,77.1516617,10.1754267
species,77.1516877,10.451535
species,77.1517083,8.6202932
species,77.151715,9.9262349
species,77.1517267,8.9721708
species,77.1517637,10.2649414
species,77.1517667,8.61363
species,77.1519124,10.1209165
species,77.1520911,8.6996999
species,77.152127,9.1315163
species,77.1523181,9.8424076
species,77.1523788,9.0726582
species,77.152401,10.033401
species,77.1525192,8.5494483
species,77.1525216,11.8595951
species,77.1525884,11.9601937
species,77.1528954,10.2488552
species,77.1529387,10.267569
species,77.1530762,9.9449562
species,77.1531683,9.6222132
species,77.1533066,10.2765923
species,77.1534584,8.6982581
species,77.1536475,9.3597242
species,77.1536624,8.7675427
species,77.1537939,9.8408827
species,77.1539605,10.217644
species,77.15403,9.44613
species,77.1540423,10.2383819
species,77.1540601,8.6695559
species,77.1541393,8.7458095
species,77.1541997,8.6610765
species,77.1542931,10.1221753
species,77.1543016,9.8220428
species,77.1544347,9.8250342
species,77.154499,11.943225
species,77.1544996,8.6965671
species,77.1545869,8.6744991
species,77.15468,8.6129317
species,77.1547156,9.0644308
species,77.1547199,8.7692644
species,77.154762,9.399602
species,77.1549611,8.6678681
species,77.1550512,8.5818699
species,77.1550727,9.6522425
species,77.1550998,8.5580536
species,77.155235,9.3588383
species,77.155342,9.73004
species,77.1553516,9.6236835
species,77.1554295,9.8399187
species,77.1554351,10.2187073
species,77.1554804,9.6347689
species,77.1555126,9.6408904
species,77.1555267,9.3564633
species,77.1555698,8.7716768
species,77.1556598,9.832756
species,77.1558142,9.3462715
species,77.1560031,9.5955895
species,77.1560567,9.3759479
species,77.1560939,10.2683706
species,77.156113,10.46482
species,77.15628,10.2463196
species,77.1564456,8.5557862
species,77.156471,9.563156
species,77.1565032,10.0367813
species,77.1565071,9.3412191
species,77.156509,10.2891479
species,77.1569034,8.6608616
species,77.1569651,9.6310951
species,77.1569712,8.6941401
species,77.1570032,8.6757014
species,77.157019,10.1746436
species,77.15702,10.2789451
species,77.157211,9.387312
species,77.157224,9.548739
species,77.1572692,10.2820394
species,77.1573886,8.8019872
species,77.1574882,10.2716087
species,77.1575676,9.6186276
species,77.1575812,11.9571612
species,77.1576116,8.7711202
species,77.157701,9.373625
species,77.1577204,8.7750226
species,77.1580336,9.6210941
species,77.1580338,9.6757648
species,77.1580419,9.6113039
species,77.1583235,9.4425802
species,77.1584678,8.7809546
species,77.158572,9.565527
species,77.1586532,8.69247
species,77.1586743,9.66059
species,77.158721,9.79386
species,77.1587376,10.4625463
species,77.1587883,10.019845
species,77.1588313,10.2736301
species,77.1588714,10.0250524
species,77.1589158,8.6653164
species,77.1589876,10.2493782
species,77.159164,9.8325094
species,77.1591675,11.9529494
species,77.1592569,9.8592751
species,77.1593258,10.2070979
species,77.1593857,9.4405951
species,77.15943,9.6096258
species,77.159645,9.396751
species,77.1596917,10.0393367
species,77.1598041,8.9456857
species,77.1598148,9.43742
species,77.159818,9.431201
species,77.1598822,8.5864051
species,77.1599627,9.6192692
species,77.1600873,9.9534818
species,77.160177,9.536585
species,77.1601835,8.5431604
species,77.1602139,9.4290349
species,77.160244,9.8348989
species,77.1602622,9.9776506
species,77.1603071,8.6107142
species,77.1603155,8.6087854
species,77.160355,10.459437
species,77.1603623,8.7775296
species,77.1604162,9.8381303
species,77.1604483,10.0985933
species,77.16057,9.79779
species,77.160632,9.61207
species,77.1606759,10.1251264
species,77.1607521,8.5829009
species,77.1609995,9.5928493
species,77.1610138,9.6278303
species,77.1611016,9.6632271
species,77.16111,10.276334
species,77.161228,10.3361623
species,77.161235,9.830628
species,77.1612754,9.8952273
species,77.16151,9.6072756
species,77.1615583,9.6301835
species,77.1616119,8.5394814
species,77.1616161,8.7752677
species,77.1616579,10.4570428
species,77.161785,10.038247
species,77.1618533,10.2728214
species,77.1619606,9.1237921
species,77.1619625,10.0058171
species,77.1619769,11.9523433
species,77.1619842,9.6679526
species,77.1620357,9.6331188
species,77.162086,8.8735678
species,77.162243,9.621893
species,77.162256,9.9227988
species,77.1622625,8.6095475
species,77.1623566,9.6043346
species,77.162427,10.017119
species,77.162521,10.2691321
species,77.1625535,8.9678405
species,77.162753,10.254251
species,77.1627581,9.6662787
species,77.1627826,10.1219933
species,77.1628554,8.6906863
species,77.162868,8.5801763
species,77.162981,10.1267846
species,77.1629813,9.3537926
species,77.1629877,8.5832282
species,77.1630013,8.6748332
species,77.1630053,8.6806137
species,77.1630112,10.2637865
species,77.1630492,9.8272674
species,77.1631143,9.5889089
species,77.1631147,9.8746531
species,77.163218,9.546581
species,77.1633193,10.1478196
species,77.1633714,10.0392658
species,77.163513,9.598989
species,77.1635334,9.9062917
species,77.1635455,10.276971
species,77.1636572,9.6175167
species,77.1639279,8.7482323
species,77.164,8.908
species,77.1640831,9.8654969
species,77.16409,10.339506
species,77.1641493,8.5251303
species,77.1641973,9.6292925
species,77.1642442,9.9357119
species,77.1642832,9.6022482
species,77.1643496,8.5850609
species,77.164473,9.894152
species,77.164511,9.5932564
species,77.1647646,10.2156124
species,77.1648012,9.5969924
species,77.1648106,8.5578198
species,77.164852,10.254748
species,77.164898,9.545817
species,77.165158,9.590586
species,77.165217,10.283455
species,77.1653703,11.9530517
species,77.1653831,8.5326501
species,77.1654227,8.6888313
species,77.1656482,11.6739013
species,77.1656513,9.4354303
species,77.1657884,10.1224459
species,77.1658848,9.8343223
species,77.1661395,10.2779308
species,77.1662746,8.6828324
species,77.1663252,9.6068569
species,77.1664097,10.0789426
species,77.1665472,9.6013106
species,77.1666667,9.5333333
species,77.1668684,9.0574286
species,77.1668701,12.1478056
species,77.1668851,8.5316315
species,77.1669306,8.6122664
species,77.1669359,10.1773012
species,77.1669753,10.0398889
species,77.1669837,9.59191
species,77.166986,9.594659
species,77.1670662,9.6093793
species,77.1671832,8.6902397
species,77.1671861,9.620499
species,77.1671897,10.1343487
species,77.1672157,8.6878364
species,77.1672413,9.5964828
species,77.1673076,9.6036484
species,77.1674056,10.0257451
species,77.1674068,10.2881815
species,77.1674345,10.2801899
species,77.16744,9.59951
species,77.1675787,10.5013658
species,77.167588,11.827071
species,77.1675932,9.0081979
species,77.1676181,11.5700466
species,77.167719,8.6259833
species,77.1678127,10.2822422
species,77.167813,9.588972
species,77.1678783,9.6956057
species,77.168,10.221
species,77.1681656,8.527753
species,77.1681964,8.6278865
species,77.168325,10.1505216
species,77.168339,9.806771
species,77.1683456,9.9518725
species,77.1683583,10.252255
species,77.1683599,8.6799939
species,77.168397,9.606001
species,77.1685304,9.3519715
species,77.1685757,8.6235856
species,77.1685791,10.1793793
species,77.1686105,9.9179382
species,77.1687229,8.6098709
species,77.168724,10.1531682
species,77.1687395,8.6823804
species,77.168766,10.034677
species,77.1687832,9.8089156
species,77.1688468,8.6719444
species,77.1688492,8.5228113
species,77.1689338,8.6755766
species,77.1689477,10.2227844
species,77.169,8.908
species,77.1691395,9.6029952
species,77.1691946,9.6086149
species,77.1692227,10.1425564
species,77.1692316,10.2280706
species,77.1693256,10.2897981
species,77.1693875,10.2712898
species,77.1693883,8.6905287
species,77.1695001,8.6865601
species,77.1695163,9.5985468
species,77.1695566,9.5697209
species,77.1695676,8.673785
species,77.1697185,11.8002554
species,77.1698086,8.6697672
species,77.1698312,10.13952
species,77.1698463,9.6046697
species,77.1700017,8.9149617
species,77.1700733,8.622062
species,77.1700976,10.1224343
species,77.1701474,9.0624816
species,77.170158,9.831349
species,77.1702716,9.9170952
species,77.1704348,9.6005221
species,77.170549,9.5961564
species,77.1705796,9.6361169
species,77.1705934,10.1450337
species,77.1707536,9.9189864
species,77.1707633,9.6102302
species,77.1708078,8.9049596
species,77.1709681,10.7896207
species,77.1710193,10.5263715
species,77.1711928,10.0559968
species,77.1712134,9.6063957
species,77.1712283,10.0785958
species,77.1713045,10.2881255
species,77.1713069,8.6666171
species,77.1713359,8.6845926
species,77.171343,9.5988807
species,77.171378,9.8943628
species,77.1714573,8.9328191
species,77.1714607,9.0817661
species,77.17147,9.544095
species,77.1714985,8.6903275
species,77.1716166,8.4836941
species,77.1717238,9.6033205
species,77.1718631,9.0799781
species,77.171886,9.5940126
species,77.1719233,10.7620497
species,77.1719817,10.2768808
species,77.1720682,8.9372242
species,77.1721905,9.5852636
species,77.1722124,10.2529836
species,77.1722139,10.2504312
species,77.1722174,10.7945882
species,77.1722388,10.7922064
species,77.1722898,9.8285188
species,77.1724172,9.5957984
species,77.172485,9.605022
species,77.1725366,9.5923259
species,77.172756,8.6653674
species,77.1727744,9.6120282
species,77.1727967,10.7897192
species,77.1728173,9.5976293
species,77.1728174,8.7447612
species,77.172873,9.3506748
species,77.1729115,9.9215478
species,77.173013,8.480755
species,77.1730914,10.3303674
species,77.1731133,8.4878583
species,77.1731502,9.6301763
species,77.1733852,8.9034329
species,77.1734744,8.9351055
species,77.1735,11.898
species,77.1735755,8.6911114
species,77.173609,8.6047902
species,77.1736299,9.626755
species,77.1736619,10.0488044
species,77.173881,8.91561
species,77.173945,11.829812
species,77.1739554,8.4840026
species,77.173961,9.548937
species,77.173983,9.346074
species,77.174022,8.486252
species,77.1741404,10.2895733
species,77.1741667,11.8816667
species,77.1742326,10.042627
species,77.1742555,9.6037175
species,77.1742822,8.610277
species,77.174389,9.5923303
species,77.174427,8.684812
species,77.1746325,9.5902253
species,77.1747309,8.901627
species,77.1748781,10.7956632
species,77.175031,9.0079974
species,77.175062,10.248708
species,77.175213,8.914217
species,77.1752751,9.5344796
species,77.1752803,8.9418994
species,77.1752934,10.2542898
species,77.1753105,9.7140804
species,77.1754017,8.6906468
species,77.17543,9.588266
species,77.1754492,9.4235394
species,77.175475,9.563165
species,77.1755478,8.8322338
species,77.1755878,9.6291176
species,77.1756067,8.8597998
species,77.1757538,9.5969397
species,77.1758675,11.8742541
species,77.1758694,9.347872
species,77.1758767,8.6629405
species,77.1758955,8.8441619
species,77.1759467,9.6105292
species,77.1760798,11.6365472
species,77.1763297,10.3843411
species,77.1763523,9.5662367
species,77.1765213,8.9168951
species,77.1766182,9.8179024
species,77.176662,10.8236387
species,77.1767528,8.8484732
species,77.1767972,9.5911051
species,77.1768147,10.2911122
species,77.1768522,8.6857988
species,77.1768951,10.2472305
species,77.1769441,9.3539542
species,77.1769671,8.9008178
species,77.1769967,8.9312332
species,77.1769991,9.0704997
species,77.1770392,10.2107605
species,77.1771322,8.867537
species,77.1771585,8.9284127
species,77.1772707,10.1903141
species,77.1772878,10.0411252
species,77.1773242,9.6775392
species,77.177349,9.342486
species,77.1773814,9.8999593
species,77.1774647,8.7443872
species,77.1775278,10.2552795
species,77.1775818,8.6719908
species,77.1776038,11.5597208
species,77.1777154,8.6036408
species,77.1777475,8.9510317
species,77.1779911,9.975836
species,77.1781431,10.2928564
species,77.178255,9.6823592
species,77.1782923,9.5802451
species,77.1783089,9.3480498
species,77.1783109,8.8599688
species,77.1784345,9.718856
species,77.1785863,9.3916389
species,77.1786111,11.8836111
species,77.178637,8.8357012
species,77.1787077,8.9026202
species,77.1787143,9.9390091
species,77.178766,9.8980566
species,77.1788556,8.8576807
species,77.178998,9.4309428
species,77.1790157,9.5945479
species,77.1790193,8.6021288
species,77.1790254,8.9311425
species,77.1790443,9.3528003
species,77.17913,11.70188
species,77.179155,9.3506914
species,77.1791622,10.1459873
species,77.1792894,11.9413893
species,77.1793076,8.9132031
species,77.1793511,9.5842697
species,77.1794619,11.8914018
species,77.179519,9.9619966
species,77.1795217,9.1237326
species,77.1795487,10.2944811
species,77.1795539,9.5741021
species,77.179602,9.575962
species,77.1796632,10.2539452
species,77.1796805,10.1068525
species,77.179995,9.578433
species,77.1800709,9.5879708
species,77.1800942,10.7270583
species,77.1801591,8.6904491
species,77.1801997,8.7380941
species,77.1803284,9.6030293
species,77.1803539,10.209261
species,77.1804199,9.3550041
species,77.1804584,8.6000654
species,77.1804786,9.6171675
species,77.180503,9.580433
species,77.1805578,8.9074435
species,77.1805765,10.2471167
species,77.1806647,8.9049904
species,77.1807418,8.8371273
species,77.1809121,9.5829544
species,77.1809313,8.655082
species,77.1809342,8.857893
species,77.1809644,10.7808299
species,77.1809892,8.6522603
species,77.1810892,8.6870617
species,77.1811438,8.6503536
species,77.181172,10.2966915
species,77.1813024,8.9106724
species,77.1813271,10.3745393
species,77.181328,9.341165
species,77.1814013,9.5852626
species,77.18147,9.8198423
species,77.181526,8.9303522
species,77.181576,8.6570037
species,77.1816252,10.7122036
species,77.181715,9.774624
species,77.181941,8.9136331
species,77.18205,10.03839
species,77.1822596,9.422899
species,77.18232,9.33835
species,77.1823959,8.7375995
species,77.1824371,10.2363085
species,77.1825425,9.8943212
species,77.1825992,10.4857794
species,77.182662,9.817617
species,77.182746,10.0449894
species,77.1827594,8.5987949
species,77.1828105,10.1851958
species,77.1828193,10.2088888
species,77.1828289,9.5767503
species,77.1829677,8.4532961
species,77.183,9.427
species,77.183079,9.5835508
species,77.1831,9.49902
species,77.1832602,10.1465314
species,77.1832617,10.2178995
species,77.1833282,11.6815846
species,77.1833333,9.5333333
species,77.1833333,9.5666667
species,77.183383,10.313948
species,77.1834803,9.0068065
species,77.183494,9.8909489
species,77.1835098,10.3076739
species,77.1835128,11.9301528
species,77.1835195,10.318618
species,77.1835899,9.0773489
species,77.1836939,8.9285602
species,77.1837552,9.5889187
species,77.1839475,8.5961721
species,77.1839762,11.7177437
species,77.183985,9.602627
species,77.1840433,10.0464133
species,77.1841408,8.8588895
species,77.1841908,10.5129822
species,77.1841923,10.2104901
species,77.1842672,11.7147556
species,77.1843878,11.9317575
species,77.1845409,8.9133525
species,77.1845895,10.1884049
species,77.1846345,8.5990706
species,77.1847794,11.9359379
species,77.184798,10.0487777
species,77.184813,9.4256664
species,77.1848286,10.2087679
species,77.1848325,8.4965162
species,77.184852,10.215436
species,77.1850308,8.7373902
species,77.1850825,10.2121109
species,77.1852778,11.95
species,77.1854782,9.6129362
species,77.185522,10.310896
species,77.185587,8.45327
species,77.1856515,8.6818835
species,77.1856804,10.0554618
species,77.1857555,8.5953669
species,77.1858222,9.4781833
species,77.1858544,8.8339439
species,77.1860274,10.2350931
species,77.1862501,10.2989742
species,77.1864021,10.3067403
species,77.1864109,9.5913629
species,77.1864811,10.2299703
species,77.1865618,10.0967319
species,77.186696,8.7388737
species,77.1867489,11.7118282
species,77.1868131,10.2095501
species,77.1868138,10.1564959
species,77.1869113,10.2149433
species,77.1869149,8.8634767
species,77.1872924,10.190672
species,77.1873772,9.660577
species,77.1874189,9.8275292
species,77.1875167,10.0920156
species,77.1875673,8.5936205
species,77.187604,10.302103
species,77.1876408,9.8914766
species,77.1876667,10.2846111
species,77.1877721,8.611325
species,77.1878004,9.8428478
species,77.188009,9.8166178
species,77.1881339,9.8313832
species,77.1883601,8.7368752
species,77.1883897,8.6451927
species,77.1884134,8.7572222
species,77.1884211,10.5149155
species,77.188463,10.1930983
species,77.1884917,9.0062133
species,77.188612,8.527217
species,77.1887801,11.7208256
species,77.1889192,10.1475479
species,77.1889591,10.0987527
species,77.18897,8.4804033
species,77.1889859,8.832511
species,77.1890331,9.6226422
species,77.1890889,9.5422734
species,77.18913,10.214869
species,77.1891333,8.9140233
species,77.1891746,8.5976223
species,77.1892069,9.342087
species,77.1892904,10.2115167
species,77.1894832,10.3027422
species,77.1895487,9.9208693
species,77.189565,9.8148608
species,77.1896081,10.3597637
species,77.1896956,10.2047121
species,77.1897335,10.8507816
species,77.18975,8.4823117
species,77.1898129,10.1987777
species,77.1898286,9.3442767
species,77.1898448,10.1914176
species,77.1898824,8.6096418
species,77.189925,8.5918169
species,77.1899951,8.4872497
species,77.1900653,9.9185128
species,77.1902314,9.8552164
species,77.19025,10.226491
species,77.1903958,9.8443681
species,77.1904462,9.5915546
species,77.1904679,10.5156102
species,77.1906883,8.54594
species,77.1907139,10.1840723
species,77.190746,10.304334
species,77.1907604,9.7304696
species,77.1907857,8.606982
species,77.190909,8.528341
species,77.190922,10.1967981
species,77.1909419,9.8797208
species,77.1909436,10.1381868
species,77.19101,8.525549
species,77.1910218,9.8958801
species,77.1910317,9.3423367
species,77.1911617,9.5999228
species,77.1913417,10.2004214
species,77.1913511,9.6829817
species,77.191456,10.251463
species,77.1914618,8.8322658
species,77.191551,9.732848
species,77.191559,12.09518
species,77.1916302,10.1455769
species,77.191655,8.4437967
species,77.1916715,10.1790554
species,77.1917234,10.3060315
species,77.191746,8.484215
species,77.1918358,8.592523
species,77.191889,9.9183847
species,77.191996,9.6210429
species,77.1920059,9.8398319
species,77.1925878,8.6078795
species,77.1926551,9.8374201
species,77.1927,9.5658
species,77.192722,10.3079474
species,77.1928262,9.8266843
species,77.1928332,10.8293893
species,77.1928475,10.2014614
species,77.1928537,8.5467804
species,77.1928657,12.1353831
species,77.1928886,9.8450769
species,77.1930488,9.8954246
species,77.1930742,9.6705613
species,77.1930855,8.8438014
species,77.1931257,8.8312462
species,77.1931289,10.1606094
species,77.1932075,8.6801753
species,77.1932077,9.8142366
species,77.1932176,9.8414605
species,77.1932716,10.2052668
species,77.19347,8.6137267
species,77.1934763,8.5945068
species,77.193589,9.546813
species,77.1936759,8.9121831
species,77.193718,8.5217428
species,77.1939862,8.5245913
species,77.1940361,8.6832593
species,77.194088,9.756618
species,77.1941236,10.2153764
species,77.19419,9.0180547
species,77.194422,10.2174538
species,77.1944285,10.5873624
species,77.1944441,9.8128603
species,77.1946192,8.4433884
species,77.1946758,10.7909414
species,77.194705,9.4297574
species,77.1949149,9.8491297
species,77.1949786,10.2226407
species,77.1951127,10.2079091
species,77.1952136,8.6188186
species,77.1952271,8.4409443
species,77.19541,9.0708483
species,77.1954986,9.8073026
species,77.1955684,10.3160519
species,77.1955707,8.5459437
species,77.195623,9.8438248
species,77.19568,8.61582
species,77.1958479,9.3472526
species,77.195928,8.8736634
species,77.1960109,9.875768
species,77.1962429,8.5827577
species,77.196251,12.0917076
species,77.1962907,10.1397824
species,77.1965437,8.9115737
species,77.19657,8.6753008
species,77.1966435,9.8950972
species,77.1966443,8.8310145
species,77.1966819,9.8453569
species,77.1967254,9.6259098
species,77.1968069,9.8488356
species,77.1969339,9.8131837
species,77.1969581,10.21139
species,77.1970722,10.3119522
species,77.1970992,8.6187867
species,77.1971292,10.2134165
species,77.197327,9.6972489
species,77.1973632,8.5475949
species,77.1975158,10.3160509
species,77.1976904,10.2657768
species,77.1979142,8.5082683
species,77.197971,9.758302
species,77.1979847,9.8103438
species,77.1980027,9.3359015
species,77.1980984,10.5155927
species,77.1981731,10.1482136
species,77.1983099,9.4318742
species,77.1983831,8.8326581
species,77.1984386,9.9552351
species,77.1985808,10.1435739
species,77.198595,10.318049
species,77.1985986,10.1410422
species,77.1986568,9.7938525
species,77.1987687,10.1506755
species,77.1988403,10.0295152
species,77.1989333,8.6234225
species,77.1994257,9.4334829
species,77.1997842,12.2578683
species,77.2,8.5444
species,77.2,8.5669333
species,77.2,8.914
species,77.2,9.55
species,77.2000526,9.7130504
species,77.2001069,10.1478572
species,77.2003698,12.0885485
species,77.2004659,10.3558443
species,77.2006041,10.1528257
species,77.2007132,8.5541165
species,77.2007597,9.6448553
species,77.2008419,8.7015352
species,77.2008563,12.1207721
species,77.2008848,9.4348377
species,77.2009277,9.5313474
species,77.201373,10.2246151
species,77.2013897,10.3185368
species,77.2017324,8.6710674
species,77.2017431,10.0034235
species,77.20176,8.921226
species,77.2020396,8.541672
species,77.2020468,9.8709141
species,77.2022201,10.3549633
species,77.2022658,8.9129813
species,77.2022873,9.8514549
species,77.202301,9.1007407
species,77.2023654,8.5435918
species,77.2023734,10.1411974
species,77.2024328,8.8630814
species,77.2024657,9.3342722
species,77.2024727,12.0826987
species,77.202723,9.526039
species,77.2029495,8.6419706
species,77.2030923,10.2012345
species,77.203107,9.944221
species,77.2033425,9.7790942
species,77.2037266,10.3233132
species,77.2039184,10.2146161
species,77.2039768,10.1420641
species,77.2039892,10.0045812
species,77.2042644,10.3071293
species,77.2043163,8.6702502
species,77.2043715,12.0762796
species,77.2045235,10.2442117
species,77.2046094,8.9045345
species,77.2047173,8.9099719
species,77.2048501,10.087126
species,77.2048759,8.5545409
species,77.2049,8.6265333
species,77.205265,10.321695
species,77.2052938,8.8610654
species,77.2054083,9.98869
species,77.2054354,9.7832103
species,77.205589,9.655686
species,77.2057343,9.4585443
species,77.2058791,10.2455888
species,77.206053,12.09145
species,77.2061205,10.3407889
species,77.2061215,8.9084921
species,77.2062117,10.3066581
species,77.2062383,10.1276459
species,77.2062698,10.0086094
species,77.2066301,8.9059243
species,77.2066671,8.90306
species,77.2068931,10.7723413
species,77.2070121,9.3295675
species,77.2071405,10.7647572
species,77.2071505,11.7607698
species,77.2072598,8.8605167
species,77.2072721,11.9107578
species,77.2072792,12.3535848
species,77.2075504,10.5255198
species,77.2075773,8.6267574
species,77.2077576,9.9789569
species,77.2077942,10.5112381
species,77.2081918,10.0096619
species,77.2082216,10.050748
species,77.2082995,10.1179945
species,77.2084808,9.4373588
species,77.2085492,9.3332744
species,77.2086018,8.8317213
species,77.2087755,10.1284665
species,77.20881,10.2123033
species,77.2088113,10.3227218
species,77.2092311,10.3354472
species,77.209285,10.250555
species,77.2095108,9.4575283
species,77.2096773,10.0621182
species,77.2098541,9.0644234
species,77.21,8.902
species,77.21,9.44
species,77.2101983,10.2289511
species,77.210203,10.0592394
species,77.2102199,9.9781645
species,77.2102458,8.4623167
species,77.2103503,10.2266423
species,77.2104191,10.3248792
species,77.2105408,10.3292744
species,77.2105446,9.9839167
species,77.210699,8.8292702
species,77.2107397,8.8314711
species,77.21079,8.492801
species,77.2107929,10.235374
species,77.2109832,9.8939684
species,77.2111318,10.2549598
species,77.2111718,10.3266133
species,77.2111764,9.8728756
species,77.2113009,9.9814052
species,77.2114024,8.7890558
species,77.21149,9.93907
species,77.2115275,8.4691287
species,77.2115536,11.7736673
species,77.2116,9.42
species,77.2116,9.4333
species,77.2117248,11.7574783
species,77.2117572,9.6338199
species,77.21179,8.570674
species,77.2118064,9.9886747
species,77.2121397,10.1998213
species,77.2121673,10.7595207
species,77.2121873,10.1507967
species,77.2121997,10.5939051
species,77.212298,9.816784
species,77.2123896,10.3370736
species,77.2125625,9.9779261
species,77.21269,10.2126683
species,77.2127404,8.6548417
species,77.2127977,9.3702476
species,77.2129075,10.0485812
species,77.2129704,11.7753833
species,77.2131597,8.8290448
species,77.213343,8.945512
species,77.2135365,10.3084959
species,77.2135448,8.5308598
species,77.2137,9.3505
species,77.2138018,9.3886942
species,77.2139483,10.3299633
species,77.213974,9.6001572
species,77.2139964,12.3481344
species,77.2141224,10.2563975
species,77.2142204,9.7256138
species,77.214269,9.0652242
species,77.2142744,8.5473264
species,77.2146606,9.4666719
species,77.2146774,9.8164792
species,77.2147636,10.5307135
species,77.2148454,9.3394781
species,77.2150906,9.795314
species,77.2151488,8.8282024
species,77.215157,10.043736
species,77.2151971,9.6321034
species,77.215217,10.547845
species,77.2152696,10.2108008
species,77.2152931,10.2581515
species,77.2153838,9.5086071
species,77.2154212,9.9652503
species,77.2155028,11.7747503
species,77.2155833,9.8915555
species,77.2155833,9.967498
species,77.2161713,9.8695166
species,77.2162224,10.3330712
species,77.216506,9.9478008
